
SN: 20240001
Software version: 3.0

millis,stampunix,datetime,RH,tempC,CH4smV, CH4rmV, VbatmV, K33_RH, K33_Temp, K33_CO2, SampleNumber, PumpCycle
3999, 1724140672, 2024/8/20 7:57:52, 54.91, 19.05, 603.38, 1743.75, 3798.83, 0.00, 0.00, 0.00, 1, 1
5999, 1724140674, 2024/8/20 7:57:54, 54.41, 19.05, 320.44, 1743.75, 3798.83, 0.00, 0.00, 0.00, 2, 1
7999, 1724140676, 2024/8/20 7:57:56, 53.73, 19.05, 251.63, 1744.13, 3798.83, 0.00, 0.00, 0.00, 3, 1
9999, 1724140678, 2024/8/20 7:57:58, 53.19, 19.06, 215.06, 1744.31, 3798.83, 0.00, 0.00, 0.00, 4, 1
11999, 1724140680, 2024/8/20 7:58:0, 52.85, 19.09, 194.25, 1744.31, 3803.71, 0.00, 0.00, 0.00, 5, 1
13999, 1724140682, 2024/8/20 7:58:2, 52.47, 19.07, 182.44, 1744.31, 3798.83, 0.00, 0.00, 0.00, 6, 1
16000, 1724140684, 2024/8/20 7:58:4, 52.12, 19.06, 175.31, 1744.50, 3798.83, 0.00, 0.00, 0.00, 7, 1
17999, 1724140686, 2024/8/20 7:58:6, 51.76, 19.07, 171.38, 1744.69, 3798.83, 0.00, 0.00, 0.00, 8, 1
19998, 1724140688, 2024/8/20 7:58:8, 51.44, 19.07, 169.31, 1744.69, 3798.83, 0.00, 0.00, 0.00, 9, 1
21999, 1724140690, 2024/8/20 7:58:10, 51.23, 19.07, 168.38, 1745.06, 3798.83, 0.00, 0.00, 0.00, 10, 1
23999, 1724140692, 2024/8/20 7:58:12, 50.91, 19.07, 168.00, 1745.06, 3798.83, 0.00, 0.00, 0.00, 11, 1
25999, 1724140694, 2024/8/20 7:58:14, 50.65, 19.06, 168.19, 1745.25, 3803.71, 0.00, 0.00, 0.00, 12, 1
27999, 1724140696, 2024/8/20 7:58:16, 50.47, 19.09, 168.75, 1745.44, 3798.83, 0.00, 0.00, 0.00, 13, 1
29999, 1724140698, 2024/8/20 7:58:18, 50.42, 19.08, 169.50, 1745.63, 3803.71, 0.00, 0.00, 0.00, 14, 1
32000, 1724140700, 2024/8/20 7:58:20, 50.34, 19.11, 170.63, 1745.81, 3798.83, 0.00, 0.00, 0.00, 15, 1
33999, 1724140702, 2024/8/20 7:58:22, 50.28, 19.10, 171.94, 1746.19, 3798.83, 0.00, 0.00, 0.00, 16, 1
35999, 1724140704, 2024/8/20 7:58:24, 50.20, 19.10, 173.06, 1746.38, 3803.71, 0.00, 0.00, 0.00, 17, 1
37998, 1724140706, 2024/8/20 7:58:26, 50.12, 19.11, 174.38, 1746.75, 3798.83, 0.00, 0.00, 0.00, 18, 1
39999, 1724140708, 2024/8/20 7:58:28, 50.08, 19.10, 175.69, 1746.94, 3798.83, 0.00, 0.00, 0.00, 19, 1
41999, 1724140710, 2024/8/20 7:58:30, 50.03, 19.11, 177.00, 1747.31, 3798.83, 0.00, 0.00, 0.00, 20, 1
43999, 1724140712, 2024/8/20 7:58:32, 49.89, 19.13, 178.50, 1747.69, 3798.83, 0.00, 0.00, 0.00, 21, 1
45999, 1724140714, 2024/8/20 7:58:34, 49.85, 19.13, 179.81, 1748.06, 3803.71, 0.00, 0.00, 0.00, 22, 1
48000, 1724140716, 2024/8/20 7:58:36, 49.76, 19.14, 181.31, 1748.44, 3803.71, 0.00, 0.00, 0.00, 23, 1
49999, 1724140718, 2024/8/20 7:58:38, 49.76, 19.14, 182.63, 1748.81, 3803.71, 0.00, 0.00, 0.00, 24, 1
51999, 1724140720, 2024/8/20 7:58:40, 49.70, 19.17, 183.94, 1749.19, 3798.83, 0.00, 0.00, 0.00, 25, 1
53999, 1724140722, 2024/8/20 7:58:42, 49.71, 19.16, 185.44, 1749.56, 3803.71, 0.00, 0.00, 0.00, 26, 1
55999, 1724140724, 2024/8/20 7:58:44, 49.80, 19.14, 186.94, 1749.94, 3803.71, 0.00, 0.00, 0.00, 27, 1
57999, 1724140726, 2024/8/20 7:58:46, 49.83, 19.17, 188.44, 1750.50, 3803.71, 0.00, 0.00, 0.00, 28, 1
59999, 1724140728, 2024/8/20 7:58:48, 49.76, 19.17, 189.75, 1751.06, 3798.83, 0.00, 0.00, 0.00, 29, 1
61999, 1724140730, 2024/8/20 7:58:50, 49.69, 19.18, 191.06, 1751.44, 3803.71, 0.00, 0.00, 0.00, 30, 1
63998, 1724140732, 2024/8/20 7:58:52, 49.66, 19.19, 192.38, 1752.00, 3798.83, 0.00, 0.00, 0.00, 31, 1
65999, 1724140734, 2024/8/20 7:58:54, 49.60, 19.19, 193.69, 1752.56, 3803.71, 0.00, 0.00, 0.00, 32, 1
67999, 1724140736, 2024/8/20 7:58:56, 49.64, 19.19, 195.00, 1753.13, 3803.71, 0.00, 0.00, 0.00, 33, 1
69999, 1724140738, 2024/8/20 7:58:58, 49.63, 19.20, 196.31, 1753.69, 3803.71, 0.00, 0.00, 0.00, 34, 1
71999, 1724140740, 2024/8/20 7:59:0, 49.76, 19.20, 197.44, 1754.25, 3803.71, 0.00, 0.00, 0.00, 35, 1
73999, 1724140743, 2024/8/20 7:59:3, 49.75, 19.21, 198.75, 1754.81, 3798.83, 0.00, 0.00, 0.00, 36, 1
75999, 1724140745, 2024/8/20 7:59:5, 49.85, 19.24, 199.88, 1755.38, 3803.71, 0.00, 0.00, 0.00, 37, 1
77999, 1724140747, 2024/8/20 7:59:7, 49.93, 19.23, 201.00, 1756.13, 3803.71, 0.00, 0.00, 0.00, 38, 1
80000, 1724140749, 2024/8/20 7:59:9, 50.00, 19.26, 202.31, 1756.69, 3798.83, 0.00, 0.00, 0.00, 39, 1
81998, 1724140751, 2024/8/20 7:59:11, 49.96, 19.26, 203.44, 1757.25, 3803.71, 0.00, 0.00, 0.00, 40, 1
83999, 1724140753, 2024/8/20 7:59:13, 49.98, 19.26, 204.56, 1758.00, 3803.71, 0.00, 0.00, 0.00, 41, 1
85999, 1724140755, 2024/8/20 7:59:15, 50.00, 19.26, 205.69, 1758.56, 3803.71, 0.00, 0.00, 0.00, 42, 1
87999, 1724140757, 2024/8/20 7:59:17, 49.99, 19.28, 206.81, 1759.13, 3803.71, 0.00, 0.00, 0.00, 43, 1
89999, 1724140759, 2024/8/20 7:59:19, 49.97, 19.30, 207.94, 1759.69, 3803.71, 0.00, 0.00, 0.00, 44, 1
91999, 1724140761, 2024/8/20 7:59:21, 49.99, 19.30, 208.88, 1760.44, 3803.71, 0.00, 0.00, 0.00, 45, 1
93999, 1724140763, 2024/8/20 7:59:23, 50.14, 19.32, 210.00, 1761.00, 3803.71, 0.00, 0.00, 0.00, 46, 1
96000, 1724140765, 2024/8/20 7:59:25, 50.24, 19.34, 210.94, 1761.75, 3803.71, 0.00, 0.00, 0.00, 47, 1
97999, 1724140767, 2024/8/20 7:59:27, 50.27, 19.34, 211.69, 1762.50, 3798.83, 0.00, 0.00, 0.00, 48, 1
99999, 1724140769, 2024/8/20 7:59:29, 50.31, 19.36, 212.63, 1763.25, 3803.71, 0.00, 0.00, 0.00, 49, 1
101999, 1724140771, 2024/8/20 7:59:31, 50.43, 19.36, 213.38, 1763.81, 3808.59, 0.00, 0.00, 0.00, 50, 1
103999, 1724140773, 2024/8/20 7:59:33, 50.46, 19.37, 214.31, 1764.56, 3803.71, 0.00, 0.00, 0.00, 51, 1
105999, 1724140775, 2024/8/20 7:59:35, 50.39, 19.37, 215.44, 1765.13, 3803.71, 0.00, 0.00, 0.00, 52, 1
107999, 1724140777, 2024/8/20 7:59:37, 50.40, 19.40, 216.38, 1765.88, 3798.83, 0.00, 0.00, 0.00, 53, 1
109999, 1724140779, 2024/8/20 7:59:39, 50.47, 19.44, 217.31, 1766.44, 3803.71, 0.00, 0.00, 0.00, 54, 1
112000, 1724140781, 2024/8/20 7:59:41, 50.44, 19.43, 218.06, 1767.19, 3798.83, 0.00, 0.00, 0.00, 55, 1
